,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,hometown,new school, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), dporpag, stops, bpm, obpm, dbpm,New Conf
174,Javonte Johnson,New Mexico,MWC,32,64.3,111.5,10.4,56.1,58.83,2.7,12.2,5.2,16.8,21,23,0.913,44,65,0.677,0.5,1.1,15.5,Jr,6-Jun,13,1.12016,2023,73442,"Colorado Springs, CO",Colorado St.,1.03703251,22,29,22,36,0.75862069,0.611111111,1,1,1,2.38776,0,1.97743,1.86962,0.107806,MWC
175,Ibrahima Diallo,San Jose St.,MWC,34,43.2,107.2,20.9,58.9,58.2,15.3,26.5,5.5,21,35,67,0.522,86,145,0.593,10.9,1.3,45.9,Jr,Jul-00,5,1.44221,2023,71410,"Saly, Senegal",UCF,0.390216835,68,105,18,40,0.647619048,0.45,27,32,0.84375,2.2101,0,4.73039,-0.735413,5.46581,Amer
176,Austin Williams,Hartford,AE,27,68.9,100,29.3,53.7,55.61,2.8,15.9,23.8,20.5,86,139,0.619,139,248,0.56,1.4,2.3,42.6,Sr,4-Jun,20,2.47264,2022,50387,"Roseland, NJ",Rutgers,1.033704457,96,161,43,87,0.596273292,0.494252874,3,5,0.6,1.96581,0,-1.78253,-0.311675,-1.47085,B10
177,Marchelus Avery,New Mexico St.,WAC,18,38.7,103.6,22.2,50,51.66,9.1,17.9,10.8,14.9,17,27,0.63,28,67,0.418,2,1.4,23.9,So,8-Jun,1,1.36176,2023,74480,"Richmond, VA",UCF,0.791670312,21,41,7,26,0.512195122,0.269230769,6,6,1,1.42873,0,0.138999,0.974233,-0.835235,Amer
178,Nate Calmese,Lamar,Slnd,28,77.8,107.6,26.8,55,57.64,2.4,5.9,15.4,16.6,74,98,0.755,129,234,0.551,1.1,1.9,25.7,Fr,2-Jun,2,2.59248,2023,76617,"Gilbert, AZ",Washington,0.837836706,82,133,47,101,0.616541353,0.465346535,5,5,1,1.17634,0,-2.71194,1.43986,-4.1518,P12
179,Noel Brown,George Washington,A10,31,27,103.9,15.8,55.7,56.1,9.5,12.4,3.7,19.2,16,29,0.552,39,70,0.557,2.2,0.7,41.4,Jr,11-Jun,21,0.415832,2023,72268,"Leesburg, VA",St. Bonaventure,0.35008,29,53,10,17,0.547169811,0.588235294,10,11,0.909090909,0.613492,0,-4.52395,-1.88783,-2.63612,A10
180,Brandon Lieb,Illinois,B10,16,4.3,88,17.7,58.3,52.17,9.9,22.9,6.5,28,1,5,0.2,7,12,0.583,12,0,41.7,Jr,Jul-00,12,-0.0130406,2023,73215,"Deerfield, IL",Illinois St.,0.4,6,8,1,4,0.75,0.25,0,0,0,0.480813,0,0.579828,-5.14158,5.72141,MVC
181,Jalun Trent,North Dakota,Sum,31,56.6,93.5,20.6,44.3,46.95,4.8,17.9,20.6,21,49,90,0.544,63,136,0.463,1.4,1.7,54.2,Jr,4-Jun,4,0.384622,2023,75969,"Baltimore, MD",Delaware,1.436311274,54,115,9,21,0.469565217,0.428571429,0,0,0,1.54656,0,-2.64504,-2.4036,-0.241433,CAA
182,Trevin Dorius,Utah St.,MWC,34,34.7,110.2,21.7,56.6,58.44,16.4,18,3.9,17.5,31,46,0.674,82,144,0.569,7.2,1.7,31.7,Sr,1-Jul,32,1.43309,2023,71630,"Heber City, UT",Utah Valley,0.281198731,69,118,13,26,0.584745763,0.5,31,43,0.720930233,1.78347,0,3.67382,0.434352,3.23947,WAC
183,Josh Ogundele,Iowa,B10,11,5.2,108.2,18.4,75,68.52,13.9,17.1,14.9,31,3,7,0.429,9,12,0.75,5.7,4.9,58.3,Jr,10-Jun,23,0.454753,2023,72241,"Worcester, MA",Middle Tennessee,0.857165305,9,12,0,0,0.75,0,0,0,0,0.758139,0,9.45109,3.29676,6.15433,CUSA
184,James Weathers,Bradley,MVC,24,14.1,79.4,16.9,27.4,33.98,2.5,12.3,14.9,16.7,12,20,0.6,10,31,0.323,0.6,3.1,47.6,Jr,Jun-00,1,-0.285627,2023,76824,"Baton Rouge, LA",Texas A&M Commerce,2.222222222,5,11,5,20,0.454545455,0.25,1,1,1,0.934591,0,-3.88837,-4.67589,0.787521,Slnd
185,Matteo Picarelli,UMBC,AE,31,56.3,124.4,18.7,57.5,62.19,0.7,3.9,10.1,7.6,71,86,0.826,24,47,0.511,0.3,1.5,40.2,Jr,2-Jun,34,2.43977,2023,73540,"Milan, Italy",Temple,2.052542944,7,12,17,35,0.583333333,0.485714286,0,0,0,1.05158,0,-0.266066,3.73808,-4.00414,Amer
186,TJ Bamba,Washington St.,P12,31,73.2,105.4,26.1,49.6,53.61,2.9,11.3,12.1,14.7,103,141,0.73,111,242,0.459,0.9,1.7,36.2,Jr,5-Jun,5,3.49123,2023,73140,"Bronx, NY",Villanova,0.8387,80,159,31,83,0.503144654,0.373493976,12,13,0.923076923,3.42056,0,2.21045,2.05726,0.153192,BE
187,Jordan Rawls,Western Kentucky,CUSA,28,46.1,92.2,26.1,39.7,45.08,1.4,5.8,26.6,16.4,53,70,0.757,68,165,0.412,0.2,1.5,32.9,Sr,2-Jun,2,0.89304,2023,71517,"Chattanooga, TN",New Mexico St.,1.795391014,23,50,45,115,0.46,0.391304348,0,0,0,1.42365,0,-6.04517,-2.14748,-3.8977,WAC
188,Xander Rice,Bucknell,Pat,31,84.6,107.5,23.4,51.7,55.63,1.7,7.3,23.7,16.4,77,94,0.819,83,168,0.494,0.4,1.7,26.9,Sr,3-Jun,21,2.59366,2023,70480,"West Long Branch, NJ",Monmouth,1.805903143,27,59,56,109,0.457627119,0.513761468,0,0,0,1.9303,0,-0.975585,2.21277,-3.18836,CAA
189,Jake van der Heijden,Bucknell,Pat,31,35,95.6,14.8,43.6,46.45,5.6,15.3,6.1,14.1,12,14,0.857,17,39,0.436,2,1,13.9,Sr,9-Jun,32,-0.0432394,2023,71481,"Raleigh, NC",North Florida,0.933233788,16,26,1,13,0.615384615,0.076923077,2,2,1,0.917078,0,-4.08912,-2.16257,-1.92655,ASun
190,Ubong Abasi Etim,Bowling Green,MAC,13,6.8,121.3,10.7,60,59.36,18.2,17.7,2.1,20,1,2,0.5,6,10,0.6,4.1,2.8,20,Fr,9-Jun,0,0.288932,2023,74346,"Richmond, CA",Central Arkansas,0.3335,6,9,0,1,0.666666667,0,1,1,1,0.446246,0,0.122967,-0.19406,0.317027,ASun
191,Cruz Davis,Iona,MAAC,24,32.2,97.5,19.1,46.7,50.63,2,6.3,8.9,17.6,29,38,0.763,44,95,0.463,1.9,2.1,27.9,Fr,3-Jun,3,0.600645,2023,77044,"Plano, TX",St. John's,0.884611834,29,49,15,46,0.591836735,0.326086957,1,2,0.5,1.90869,0,-2.21744,-1.86747,-0.349974,BE
192,Jordan Davis,Wisconsin,B10,35,50.3,106.2,14.1,49.1,49.69,4.8,16.7,4,5,9,15,0.6,37,69,0.536,0.7,1.1,8.7,Jr,4-Jun,2,1.00844,2023,72306,"La Crosse, WI",Illinois St.,1.749781277,28,41,9,28,0.682926829,0.321428571,0,0,0,2.43052,0,1.50561,0.133096,1.37252,MVC
193,Trey Thomas,Vanderbilt,SEC,33,51.1,97.1,14.6,44,46.14,2,5.8,7,13.9,16,17,0.941,13,35,0.371,0.3,0.9,8.5,Jr,Jun-00,12,0.588892,2023,73054,"Durham, ON",Bowling Green,1.115369971,6,13,7,22,0.461538462,0.318181818,0,0,0,1.76771,0,0.00727499,1.42082,-1.41354,MAC
194,Babatunde Akingbola,Auburn,SEC,4,1.1,43.1,18,0,8.4,15.1,0,0,0,1,2,0.5,0,4,0,7.2,3.9,40,Sr,10-Jun,23,-0.592732,2023,71445,"Ogun, Nigeria",George Washington,0,0,2,0,2,0,0,0,0,0,0.362369,0,-5.88006,-6.97476,1.0947,A10
195,Tyler Rice,William & Mary,CAA,22,20.4,79.6,22.1,42,45.07,0,6.9,10.8,24.1,11,14,0.786,13,29,0.448,0.4,1.5,17.3,So,1-Jun,12,-0.245784,2023,74544,"Columbia, SC",East Tennessee St.,0.9167,9,11,4,18,0.818181818,0.222222222,0,0,0,0.585424,0,-9.17091,-5.05245,-4.11845,SC
196,Miguel Ayesa,William & Mary,CAA,22,23.1,106.4,19.4,53.1,53.07,2,7.8,1.6,6.6,0,0,0,2,6,0.333,0.4,0.4,0,Sr,5-Jun,15,0.729638,2023,71168,"Madrid, Spain",USC Upstate,0.285567364,2,3,0,3,0.666666667,0,0,0,0,0.503254,0,-4.95813,1.07946,-6.0376,BSth
197,Tony Felder,VMI,SC,29,67.9,93.2,24.2,43.5,46.12,1.5,7.5,22.8,19.1,36,47,0.766,44,132,0.333,0,1.1,16.2,Fr,10-May,10,0.821152,2023,76943,"Boston, MA",Stonehill,1.485270588,31,70,13,62,0.442857143,0.209677419,0,0,0,0.709431,0,-7.36065,-1.78928,-5.57137,NEC
198,Tafara Gapare,Massachusetts,A10,30,29.8,74.1,20,36.7,40.23,4.3,14.8,4.1,25.3,23,40,0.575,22,64,0.344,6.3,2.1,36.7,Fr,9-Jun,2,-0.531733,2023,76674,"Wellington, ",Georgia Tech,0.242454545,20,45,2,19,0.444444444,0.105263158,5,6,0.833333333,1.29241,0,-4.48193,-6.46832,1.98639,ACC
199,Ford Cooper Jr.,South Carolina,SEC,18,10.2,73.7,10.1,30.4,33.4,1.7,10.2,4.2,18.3,2,2,1,1,4,0.25,0,0.5,8.7,Sr,3-Jun,44,-0.580928,2023,71139,"Charlotte, NC",Hampton,0.750225023,1,1,0,3,1,0,0,0,0,0.402652,0,-5.96839,-3.92214,-2.04625,CAA
200,Jordan Lathon,Milwaukee,Horz,29,57.9,87.6,21.8,43.4,45.86,3.9,18.5,20.9,22.6,31,47,0.66,54,133,0.406,1.3,1.4,22.3,Jr,4-Jun,2,0.0881278,2022,65766,"Grandview, MO",Morehead St.,1.258044225,34,61,21,73,0.557377049,0.287671233,1,1,1,1.84339,0,-3.91465,-3.26824,-0.646406,OVC
201,Chance McMillian,Grand Canyon,WAC,33,74.6,110.8,18.5,56.6,58.07,2.6,9.3,13.2,17.5,38,54,0.704,79,154,0.513,0.5,1.3,19.3,So,3-Jun,2,2.42346,2023,72645,"Vallejo, CA",Texas Tech,1.310346968,45,72,34,82,0.625,0.414634146,1,2,0.5,2.37931,0,1.60029,2.4124,-0.812107,B12
202,Robby Beasley III,UC Davis,BW,22,49.1,108.6,15.8,53.5,56.49,1.9,9.1,7.7,16.2,35,48,0.729,28,66,0.424,0.3,1.3,30.8,So,3-Jun,5,1.36152,2023,72471,"San Ramon, CA",San Francisco,1.037066667,17,29,11,37,0.586206897,0.297297297,0,0,0,2.12155,0,-1.05322,0.186936,-1.24015,WCC
203,T.J. Weeks Jr.,Massachusetts,A10,30,64.3,101.1,16.9,46.7,49.49,2.8,12.8,9.3,15.1,38,52,0.731,39,97,0.402,0.7,1.9,21.6,Jr,4-Jun,23,0.940707,2023,71283,"Warwick, RI",Rider,1.055583333,25,49,14,48,0.510204082,0.291666667,0,0,0,2.4008,0,-0.216239,0.0283229,-0.244562,MAAC
204,Ja'Sean Jackson,Abilene Christian,WAC,26,41.7,78.1,14.8,40,41.07,1.5,8.7,15.1,25.6,7,13,0.538,18,38,0.474,0.3,2.1,14.4,So,Jun-00,2,-0.797888,2023,75492,"San Antonio, TX",Lamar,1.399931431,9,16,9,22,0.5625,0.409090909,0,0,0,1.21901,0,-4.58075,-3.25892,-1.32183,Slnd
205,Mike Mitchell Jr.,Pepperdine,WCC,29,82.3,104.2,19.5,55.9,56.71,2.9,9.8,24.8,23.8,16,21,0.762,58,132,0.439,0.2,1.9,7.5,So,2-Jun,1,1.95449,2023,74969,"San Jose, CA",Minnesota,1.711111877,22,42,37,91,0.523809524,0.406593407,0,0,0,2.64845,0,0.872303,1.66375,-0.79145,B10
206,Jordan Geronimo,Indiana,B10,27,23.9,108.1,17.1,57.7,58.64,8.1,14.1,4.2,17.2,16,26,0.615,41,65,0.631,7.4,2.3,31,So,6-Jun,22,0.935444,2023,73569,"Newark, NJ",Maryland,0.470616264,32,46,9,19,0.695652174,0.473684211,9,10,0.9,1.58958,0,4.5877,0.68493,3.90277,B10
207,Oleg Kojenets,Nebraska,B10,18,4.9,78.6,13.7,50,56.5,9.5,13.9,0,40.8,4,6,0.667,3,6,0.5,1.9,0.9,100,Fr,Jul-00,33,-0.167038,2023,75712,"Kaunas, Lithuania",Wyoming,0,3,6,0,0,0.5,0,0,0,0,0.364142,0,-7.68616,-6.32197,-1.36419,MWC
208,Trey Moss,South Florida,Amer,8,4.9,108.1,11.8,59.1,50.21,1.8,10.8,11,23.1,1,2,0.5,2,5,0.4,0,2.7,18.2,So,3-Jun,11,0.114954,2023,75055,"Orlando, FL",William & Mary,1.333333333,1,3,1,2,0.333333333,0.5,0,0,0,0.597335,0,-1.38596,-1.64382,0.257863,CAA
209,Keylan Boone,Pacific,WCC,25,46.6,116.1,26.1,58.6,61.08,5.8,15.9,7.1,10.4,46,57,0.807,75,130,0.577,1.6,1.6,21.4,Jr,8-Jun,20,3.06309,2023,71364,"Tulsa, OK",UNLV,0.733327333,54,79,21,51,0.683544304,0.411764706,3,3,1,1.93534,0,2.88585,4.67283,-1.78698,MWC
210,Noble Crawford,LIU Brooklyn,NEC,4,3.4,67.1,18.2,42.9,39.33,3,6.2,21.1,32.3,1,4,0.25,3,6,0.5,2.7,7.4,57.1,So,5-Jun,11,-0.671883,2023,72896,"Orlando, FL",Chicago St.,1.5,3,4,0,2,0.75,0,2,3,0.666666667,0.990821,0,-4.99703,-6.37663,1.3796,ind
211,Justin Harmon,Utah Valley,WAC,34,71.4,94.1,27.4,48.8,52.57,2.6,10.4,20,22.7,93,128,0.727,144,295,0.488,0.8,2.4,32.8,Jr,4-Jun,0,1.63061,2023,74459,"Chicago, IL",Illinois,0.955368352,101,195,43,100,0.517948718,0.43,13,16,0.8125,3.32597,0,0.0916958,-1.00136,1.09306,B10
212,Jake Kyman,Wyoming,MWC,17,17.4,90.1,21,46.3,49.44,1.2,15,9.2,19.3,8,8,1,12,19,0.632,0.6,1.7,11.8,Jr,7-Jun,13,0.273371,2023,71642,"Aliso Viejo, CA",Eastern Washington,0.785677552,2,4,10,15,0.5,0.666666667,0,0,0,0.966578,0,-3.36848,-1.67347,-1.69502,BSky
213,Elijah Buchanan,Manhattan,MAAC,4,8.8,81.3,28.8,48.6,50.96,5.8,14,16.9,31.8,7,11,0.636,8,24,0.333,3.2,1.7,31.4,Sr,5-Jun,30,0.0263357,2023,65962,"Bronx, NY",NJIT,0.5625,4,12,4,12,0.333333333,0.333333333,0,0,0,1.99759,0,-7.34515,-6.38407,-0.96108,AE
214,Tyler Houser,VMI,SC,29,66,101.1,22,50.4,52.76,6.4,16.9,3.9,16,40,54,0.741,78,159,0.491,2.3,0.9,19.9,Fr,9-Jun,44,1.31461,2023,76942,"Camp Hill, PA",Delaware,0.291666667,50,89,28,70,0.561797753,0.4,0,0,0,1.04938,0,-6.00034,-2.06744,-3.9329,CAA
215,Quincy Olivari,Rice,CUSA,32,85.1,102.3,27.7,49.8,54.49,1.3,18.7,13.2,14.5,128,160,0.8,109,242,0.45,0.2,1.6,33.3,Jr,3-Jun,4,3.06759,2023,71597,"Atlanta, GA",Xavier,0.863620093,62,109,47,133,0.568807339,0.353383459,0,0,0,2.49828,0,-1.6898,0.914143,-2.60395,BE
216,Lonnell Martin Jr.,Montana,BSky,30,71.3,106.3,13.6,51.4,53.63,0.9,9.9,11.1,14.5,19,22,0.864,20,49,0.408,0.6,1.2,12.5,Jr,4-Jun,1,0.801379,2023,75774,"Flint, MI",Arkansas Pine Bluff,1.6774,9,20,11,29,0.45,0.379310345,0,0,0,1.87522,0,-0.519674,0.751629,-1.2713,SWAC
217,Jordan Wright,Vanderbilt,SEC,34,56.4,100.6,25.5,46,49.75,5.2,17.4,17.7,16.9,65,86,0.756,88,194,0.454,1,2.8,26.7,Sr,6-Jun,4,2.26895,2023,70975,"Baton Rouge, LA",LSU,1.147539156,64,111,24,83,0.576576577,0.289156627,4,5,0.8,2.69249,0,4.01578,2.69404,1.32174,SEC
218,Micah Handlogten,Marshall,SB,31,62.7,119.5,14.9,66.3,64.42,13.7,26.2,6.7,19.8,36,68,0.529,96,135,0.711,8.7,2.8,46.3,Fr,1-Jul,5,1.94234,2023,76525,"Huntersville, NC",Florida,0.880914286,89,119,7,16,0.74789916,0.4375,25,27,0.925925926,3.57734,0,7.07751,0.872143,6.20537,SEC
219,Connor Vanover,Oral Roberts,Sum,31,64.9,118.5,21.7,57.8,60.42,7,23.5,5.8,11,52,64,0.813,104,159,0.654,11.8,1.5,21.8,Sr,3-Jul,35,2.7993,2023,65651,"Little Rock, AR",Missouri,0.8235,76,95,28,64,0.8,0.4375,42,45,0.933333333,3.32135,0,6.70121,1.45626,5.24495,SEC
220,Lawson Lovering,Colorado,P12,34,56,91.1,14.9,55.4,52.83,9.5,13.5,7.1,28,32,76,0.421,67,121,0.554,4.5,1.5,62.8,So,1-Jul,34,0.181317,2023,75618,"Cheyenne, WY",Utah,0.54387116,47,81,20,40,0.580246914,0.5,22,23,0.956521739,2.83731,0,2.47421,-1.66801,4.14222,P12
221,Nick Marshall,Loyola MD,Pat,23,12.5,76.7,14.8,40.4,44.05,3.3,7,9.8,30.6,4,5,0.8,3,11,0.273,0,1.7,19.2,Fr,4-Jun,0,-0.391185,2022,75654,"Clarksville, MD",American,0.6666,3,5,0,6,0.6,0,0,0,0,0.402942,0,-9.29138,-6.59863,-2.69275,Pat
222,Noah Stansbury,Western Kentucky,CUSA,4,0.5,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,So,Jun-00,5,-0.489381,2023,72634,"Bowling Green, KY",Memphis,0,NA,NA,NA,NA,0,0,NA,NA,0,0.145394,0,-10.7077,-7.39224,-3.31547,Amer
223,Carlos Paez,Austin Peay,ASun,27,64.5,103.9,19.2,48.5,54.01,2.2,7,27.7,21,49,59,0.831,35,76,0.461,0.2,2.1,34.5,Sr,10-May,1,1.30021,2023,72043,"Naguanagua, Venezuela",Southeastern Louisiana,2.1399772,20,29,15,47,0.689655172,0.319148936,0,0,0,1.48342,0,-2.89389,0.149059,-3.04295,Slnd
224,Atin Wright,Cal St. Northridge,BW,29,81.1,104.6,27.4,47.1,54.74,2.4,9.5,13.2,15.1,146,170,0.859,88,193,0.456,0.1,2.4,45.3,So,1-Jun,5,3.12424,2023,73800,"Lakewood, CA",Drake,0.818177548,21,57,67,136,0.368421053,0.492647059,0,0,0,2.20045,0,-0.442509,2.2828,-2.72531,MVC
225,Jake Heidbreder,Air Force,MWC,32,80.4,112.3,22.2,59.9,63.08,1.7,11.3,12.1,14.7,72,83,0.867,94,157,0.599,0.1,1.1,24.1,So,5-Jun,3,3.22974,2023,75813,"Floyds Knobs, IN",Clemson,0.981451852,67,87,27,70,0.770114943,0.385714286,0,0,0,2.58454,0,0.493969,2.53241,-2.03844,ACC
226,Nick Johnson,New Hampshire,AE,24,71.7,91.2,23.7,43.9,46.83,5.4,11.6,6.3,14,68,117,0.581,67,179,0.374,1.2,2.5,43.5,Jr,4-Jun,10,0.605915,2023,71627,"Bronx, NY",Winthrop,0.577777778,53,122,14,57,0.43442623,0.245614035,2,2,1,2.82882,0,-2.70056,-2.43137,-0.269191,BSth
227,Symir Torrence,Syracuse,ACC,31,26.9,99.7,15.6,50,53.08,2.1,12.2,24.8,28,10,12,0.833,23,46,0.5,0.4,2.9,18.8,Sr,3-Jun,10,0.301169,2023,71314,"Syracuse, NY",Binghamton,1.961607249,16,25,7,21,0.64,0.333333333,2,2,1,1.01261,0,-2.22333,-1.02182,-1.20151,AE
228,Bas Leyte,UNC Greensboro,SC,30,59.6,105.2,18.4,46.5,49.82,9.9,10.7,9.6,13.2,45,69,0.652,82,161,0.509,2.4,1.4,37.1,Sr,10-Jun,33,1.07979,2023,71073,"Bergen op Zoom, Netherlands",Clemson,1.207018318,67,115,15,46,0.582608696,0.326086957,5,6,0.833333333,2.48518,0,1.65321,-0.30282,1.95603,ACC
229,Brandon Newman,Purdue,B10,35,44.1,101,19.7,45.7,49.73,2.6,18.2,11.8,18.6,41,55,0.745,32,72,0.444,1.9,1.8,29.7,Jr,5-Jun,5,1.06416,2023,71117,"Valparaiso, IN",Western Kentucky,1.055512347,17,25,15,47,0.68,0.319148936,1,1,1,2.35205,0,3.39315,0.677743,2.71541,CUSA
230,Ebenezer Dowuona,North Carolina St.,ACC,30,24.1,104.5,9.4,45.7,47.16,7.2,13.2,0.5,11.1,9,17,0.529,21,46,0.457,8.4,0.9,37,Jr,11-Jun,21,0.122849,2023,72546,"Accra, Ghana",Georgia Tech,0.1665,16,31,5,15,0.516129032,0.333333333,7,11,0.636363636,1.24877,0,0.267423,-2.66695,2.93438,ACC
231,Isaiah Swope,Southern Indiana,OVC,30,81.2,111.2,24.6,56.3,58.96,1.2,7.3,24,19.6,80,108,0.741,101,203,0.498,0,2.3,29.1,So,10-May,1,2.8814,2023,76048,"Newburgh, IN",Indiana St.,1.249973098,60,104,41,99,0.576923077,0.414141414,0,0,0,1.79615,0,-1.24793,1.97299,-3.22092,MVC
232,Nate Santos,Pittsburgh,ACC,29,14.7,79.6,16.3,33.6,36.38,3.3,15.6,5.9,13.7,7,11,0.636,12,26,0.462,1.1,2.2,19,So,7-Jun,5,-0.268597,2023,75401,"Geneva, IL",Dayton,0.874954694,6,11,6,15,0.545454545,0.4,3,4,0.75,0.788003,0,-3.4859,-3.30159,-0.184306,A10
233,Ben Middlebrooks,Clemson,ACC,34,27.9,110.9,17.1,48,55.27,12,16.4,6.1,16.3,34,44,0.773,36,69,0.522,4,2.8,58.7,So,10-Jun,10,0.783069,2023,75203,"Fort Lauderdale, FL",North Carolina St.,0.722327163,35,59,1,10,0.593220339,0.1,3,3,1,1.45877,0,4.17674,0.386766,3.78997,ACC
234,Sterling Gaston-Chapman,Tulsa,Amer,30,44.2,82.6,16.9,32.4,39.58,8.1,11.5,3.6,16.7,36,48,0.75,36,98,0.367,1.4,2.6,38.4,So,5-Jun,3,-0.387223,2023,75702,"Wichita, KS",UT Arlington,0.384562132,27,64,9,34,0.421875,0.264705882,1,1,1,1.30676,0,-3.77164,-3.84285,0.0712065,WAC
235,Wynston Tabbs,East Carolina,Amer,13,11,85.7,21,39.8,43.17,4.5,7.1,11.7,21,7,9,0.778,9,23,0.391,1.5,1.6,18.4,Sr,2-Jun,10,-0.0326686,2023,65852,"Suitland, MD",Morgan St.,0.727251241,8,14,1,9,0.571428571,0.111111111,0,0,0,0.872146,0,-5.0056,-3.58161,-1.42398,MEAC
236,Essam Mostafa,Coastal Carolina,SB,23,60.9,111.3,21.2,53.4,56.43,12.6,24.4,5.7,14.9,57,83,0.687,110,205,0.537,2.4,1.2,40.3,Jr,9-Jun,44,2.53705,2023,71790,"Cairo, Egypt",TCU,0.560974063,94,146,16,59,0.643835616,0.271186441,3,4,0.75,2.08878,0,-1.62241,0.212917,-1.83533,B12
237,Chandler Leopard,Auburn,SEC,6,0.4,35.1,18.1,0,0,22.6,0,0,0,0,0,0,0,1,0,0,0,0,Sr,3-Jun,25,-0.150721,2023,72132,"Athens, AL",Samford,0,0,1,0,0,0,0,0,0,0,0.0587782,0,-14.9745,-7.19838,-7.77612,SC
238,Pierre Brooks,Michigan St.,B10,30,31,94.5,15.6,43.6,44.35,4.6,9.3,4.7,10.1,6,10,0.6,15,43,0.349,0,0.7,8.5,So,6-Jun,1,0.286305,2023,75391,"Detroit, MI",Butler,1,7,18,9,28,0.388888889,0.321428571,0,0,0,1.41827,0,-0.114583,0.642483,-0.757065,BE
239,Kaosi Ezeagu,Sam Houston St.,WAC,30,48.8,98.4,16.6,57.4,56.17,10,14.1,3.6,23.6,20,43,0.465,70,122,0.574,4.1,0,35.2,Jr,10-Jun,1,0.518892,2023,65619,"Brampton, ON",New Mexico St.,0.285691836,56,79,14,43,0.708860759,0.325581395,18,19,0.947368421,2.16826,0,-0.702519,-2.80498,2.10246,WAC
240,Russel Tchewa,South Florida,Amer,30,73.2,108.2,18.3,60.6,62.07,9.6,21.3,5.4,21.7,94,153,0.614,120,197,0.609,1,1.2,77.3,Jr,Jul-00,54,2.17599,2023,71180,"Douala, Cameroon",Georgia,0.415378225,93,134,27,63,0.694029851,0.428571429,11,14,0.785714286,3.02987,0,0.226156,-0.0756989,0.301855,SEC
241,MJ Rice,Kansas,B12,23,11.9,87.5,19,43.9,46.62,7.5,8.3,4,21,8,12,0.667,17,34,0.5,1.2,2.3,24.5,Fr,5-Jun,11,0.157313,2023,76675,"Durham, NC",North Carolina St.,0.333333333,15,28,2,6,0.535714286,0.333333333,3,3,1,0.908628,0,-1.48292,-2.13077,0.647847,ACC
242,Ethan Butler,Oregon,P12,2,0.5,0,5.6,0,0,0,15.9,0,0,0,0,0,0,0,0,15.5,0,0,So,6-Jun,14,-1.10939,2023,75005,"Toronto, ON",Northern Illinois,0,0,0,0,0,0,0,0,0,0,0.374751,0,0.291158,-6.28219,6.57335,MAC
243,Kimani Hamilton,Mississippi St.,SEC,12,6.1,106.9,21.7,46.2,51.2,9.3,6.9,17.6,16.8,7,9,0.778,6,13,0.462,1.6,2.9,34.6,Fr,7-Jun,5,0.572437,2023,77479,"Clinton, MS",High Point,1.399808015,5,9,1,4,0.555555556,0.25,2,2,1,0.809826,0,3.4846,2.1454,1.33919,BSth
244,David Green,Louisiana Tech,CUSA,5,6.1,105.9,23.5,54.7,56.73,3.2,15.3,0,13.6,4,5,0.8,7,15,0.467,0,0,15.6,So,7-Jun,13,1.34276,2023,72740,"Apopka, FL",Rhode Island,0.200048002,6,10,1,5,0.6,0.2,0,0,0,1.11805,0,-10.0752,-2.28953,-7.78563,A10
245,Jaden Bradley,Alabama,SEC,37,48.4,97.7,21.2,41.1,48.54,2.2,10.2,27,23.7,82,118,0.695,66,164,0.402,0.4,1.4,63.4,Fr,3-Jun,0,1.19579,2023,77082,"Rochester, NY",Arizona,1.701513143,49,106,17,58,0.462264151,0.293103448,2,3,0.666666667,2.58902,0,1.3508,-0.782297,2.13309,P12
246,Trevion Brown,Drexel,CAA,26,20.3,88.7,19.1,46.1,48.39,1.6,12.8,11,21.5,8,11,0.727,19,35,0.543,0.4,2.3,17.2,Sr,2-Jun,3,0.0352967,2022,52301,"Tacoma, WA",Old Dominion,1.187478907,11,14,8,21,0.785714286,0.380952381,0,0,0,0.782853,0,-3.12015,-2.91147,-0.208678,SB
247,Jamille Reynolds,Temple,Amer,22,33.7,105.4,25,60.7,61.14,10.4,20.7,9.3,20.1,35,58,0.603,92,152,0.605,5.7,1.1,37.7,So,10-Jun,4,1.98598,2023,74068,"St. Petersburg, FL",Cincinnati,0.405398977,58,79,34,73,0.734177215,0.465753425,24,24,1,2.2177,0,2.2389,0.0568769,2.18202,Amer
248,Perry Smith Jr.,Vermont,AE,25,17.5,77.5,14.9,43.6,42.49,4.9,15.6,4.5,22.8,6,17,0.353,17,39,0.436,1.5,0.8,43.6,Fr,9-Jun,12,-0.513274,2023,76691,"North Augusta, SC",North Carolina Central,0.533368001,14,28,3,11,0.5,0.272727273,0,1,0,0.808398,0,-6.47756,-6.03092,-0.446639,MEAC
