,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,hometown,new school, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), dporpag, stops, bpm, obpm, dbpm,New Conf
226,Michael Jones,Davidson,A10,33,78.7,121.7,17.7,58.9,62.93,2.4,11.7,11.4,11.6,75,89,0.843,60,115,0.522,1.2,1.9,33,Jr,5-Jun,13,3.83152,2022,72619,"Woodbury, MN",Stanford,1.833396298,38,55,22,59,0.690909091,0.372881356,3,3,1,2.87076,0,4.84073,4.06622,0.774513,P12
227,TJ Moss,McNeese St.,Slnd,8,16,81,21.5,46.8,46.9,1.7,9,12.2,29.3,5,11,0.455,10,23,0.435,1.1,2,17.5,Jr,4-Jun,1,0.0483836,2022,66062,"Memphis, TN",Detroit,0.64000288,4,11,6,12,0.363636364,0.5,0,0,0,1.60932,0,-4.14407,-2.21161,-1.93246,Horz
228,Majok Kuath,San Jose St.,MWC,5,7.9,120.9,20.6,65.2,69.03,11.2,19.4,20.3,21.7,7,8,0.875,15,23,0.652,3.3,0.6,34.8,Jr,8-Jun,23,2.72018,2022,75348,"Salt Lake City, UT",Northwestern St.,1.142857143,13,19,2,4,0.684210526,0.5,2,2,1,1.33656,0,2.98532,2.57649,0.408831,Slnd
229,Deven Dahlke,Drake,MVC,6,1.9,91.5,13.7,50,50,0,13.8,0,16.4,0,0,0,2,4,0.5,0,2.2,0,So,2-Jun,41,-0.0758966,2022,72466,"Pheonix, AZ",San Diego,1,1,2,1,2,0.5,0.5,0,0,0,0.331937,0,-8.35571,-7.65416,-0.701542,WCC
230,Aaron Clarke,Sacred Heart,NEC,25,70.7,110.4,25.3,48.8,55.48,1.3,4.6,24.8,16.4,102,117,0.872,87,171,0.509,0,0.8,38.5,Sr,1-Jun,0,3.08847,2022,65789,"Parsippany, NJ",Stony Brook,1.728813559,66,112,21,59,0.589285714,0.355932203,0,0,0,0.52218,0,-2.50475,1.89287,-4.39761,AE
231,Eric Gaines,LSU,SEC,34,66.7,93.6,21.6,43.4,51.09,2.7,11.1,20.3,27,96,121,0.793,75,162,0.463,2.4,4.4,50,So,2-Jun,2,1.37225,2022,73340,"Lithonia, GA",UAB,1.063840561,55,104,20,58,0.528846154,0.344827586,15,16,0.9375,3.96768,0,3.98966,-0.472207,4.46187,CUSA
232,Chaunce Jenkins,Wichita St.,Amer,19,12.6,88.6,19.1,42,43.5,3.8,3.2,10.3,17.5,5,9,0.556,8,19,0.421,3.9,2.9,20.5,Fr,4-Jun,2,0.134935,2022,72810,"Newport News, VA",Old Dominion,0.874851579,8,14,0,5,0.571428571,0,3,4,0.75,0.793886,0,-1.37329,-2.04592,0.672633,CUSA
233,Rob Banks,Cincinnati,Amer,8,3.9,30,8,0,0,3,6.5,9,19.5,0,0,0,0,4,0,0,4.7,0,So,5-Jun,43,-0.960951,2021,70409,"Bracknell, England",Texas A&M Commerce,2,0,2,0,2,0,0,0,0,0,0.488205,0,-5.47535,-7.50399,2.02864,Slnd
234,Darrion Trammell,Seattle,WAC,30,84.3,105.8,28.4,46.4,54.15,1.6,11,31.8,17.4,161,195,0.826,105,240,0.438,0.4,4.2,49.5,So,10-May,2,3.42834,2022,73505,"Marin City, CA",San Diego St.,1.725259751,65,118,38,119,0.550847458,0.319327731,0,0,0,4.04156,0,6.1373,2.87545,3.26186,MWC
235,Dae Dae Grant,Miami OH,MAC,29,84.4,108.9,27.8,49.1,52.96,3.2,13,24.1,12.1,83,97,0.856,121,256,0.473,0.3,1.6,21.9,Jr,2-Jun,3,3.68252,2022,71926,"Lorain, OH",Duquesne,2.2,47,94,74,162,0.5,0.456790123,1,1,1,1.75082,0,1.95265,4.17184,-2.21919,A10
236,Chuks Isitua,IUPUI,Horz,27,55,90.1,17.1,52.5,53.92,8.9,17.8,3.2,25.8,28,48,0.583,63,120,0.525,4.8,1.4,40,Fr,11-Jun,23,-0.186791,2022,74325,"Lagos, Nigeria",Fresno St.,0.173937713,46,77,17,43,0.597402597,0.395348837,10,12,0.833333333,1.40832,0,-6.29785,-5.43524,-0.862606,MWC
237,Romelle Mansel,Long Beach St.,BW,30,33.5,81.2,14.3,48.5,46.44,4.4,16.5,9.7,27.2,14,38,0.368,31,63,0.492,1.1,0.8,56.7,So,9-Jun,13,-0.509124,2022,70896,"Los Angeles, CA",Jackson St.,0.7742,22,41,9,22,0.536585366,0.409090909,9,10,0.9,1.06587,0,-4.43269,-4.01896,-0.413727,SWAC
238,Amadou Fall,Arkansas Pine Bluff,SWAC,2,0.3,204.8,13.9,100,101.69,0,63.8,0,0,1,1,1,1,1,1,0,0,100,Jr,10-Jun,34,0.863475,2022,66118,"Kaolack, Senegal",LIU Brooklyn,0,1,1,0,0,1,0,0,0,0,0.261757,0,13.7348,8.73951,4.99533,NEC
239,Craig Beaudion II,Cleveland St.,Horz,2,3.7,126.7,10.4,75,76.27,0,8,18.9,25.5,3,4,0.75,3,4,0.75,5.7,0,100,Sr,3-Jun,3,2.07918,2022,70724,"Chicago, IL",UMBC,2.5,2,3,1,1,0.666666667,1,0,0,0,1.71732,0,2.14073,1.8839,0.256833,AE
240,Justin Ahrens,Ohio St.,B10,32,50,105,13.1,51.5,53.67,1,12.2,6.9,16.1,18,24,0.75,1,6,0.167,0.2,0.9,18,Sr,6-Jun,10,0.938758,2022,66213,"Versailles, OH",Loyola Marymount,1.136290909,1,3,0,3,0.333333333,0,0,0,0,1.83687,0,0.538747,0.741062,-0.202315,WCC
241,Erik Stevenson,South Carolina,SEC,30,68.8,103.7,22.5,46.5,51.16,4,14.5,19.3,17.9,60,63,0.952,58,142,0.408,1.3,2.1,19.8,Sr,4-Jun,10,2.49577,2022,65743,"Lacey, WA",West Virginia,1.416636528,33,63,25,78,0.523809524,0.320512821,1,1,1,3.21939,0,4.59494,2.86753,1.72741,B12
242,Dahmir Bishop,Saint Joseph's,A10,29,38.2,71.5,15,38.8,41.03,2.2,11.2,3.5,25.2,17,33,0.515,17,44,0.386,2.3,1.1,35.1,Jr,5-Jun,1,-0.977993,2022,70844,"Philadelphia, PA",Florida Gulf Coast,0.299951667,12,26,5,18,0.461538462,0.277777778,1,3,0.333333333,1.43765,0,-4.7307,-4.83383,0.103128,ASun
243,Xavier Foster,Iowa St.,B12,7,5.7,119.8,20.7,71.9,72.45,8.2,16.9,4.2,20,5,7,0.714,7,12,0.583,3.8,2.1,43.8,Fr,Jul-00,10,1.04221,2021,72602,"Oskaloosa, IA",SMU,0.250087504,6,7,1,5,0.857142857,0.2,5,5,1,0.685031,0,4.01387,2.30438,1.70949,Amer
244,Kaodirichi Akobundu-Ehiogu,UT Arlington,SB,27,52.7,115.1,10.1,64.4,66.36,8.9,16.1,3.6,23.3,12,14,0.857,50,79,0.633,14,1.4,17.5,So,9-Jun,0,1.05367,2022,73831,"Lagos, Nigeria",Memphis,0.458313195,43,57,7,22,0.754385965,0.318181818,30,32,0.9375,2.17782,0,1.71218,-1.70777,3.41995,Amer
245,Tre King,Eastern Kentucky,OVC,26,66.4,100.3,25.2,50.9,53.05,7.2,17,5.6,15,55,82,0.671,136,268,0.507,4.5,2.8,25.4,Jr,9-Jun,2,1.71874,2021,66121,"Lexington, KY",Iowa St.,0.48215,69,99,67,169,0.696969697,0.396449704,24,27,0.888888889,2.85227,0,-0.154827,-0.628364,0.473537,B12
246,Taurus Samuels,Dartmouth,Ivy,22,65.6,100.3,19.1,43.6,48.24,0.5,8.5,12.7,9.4,42,52,0.808,41,100,0.41,0.5,1.4,26.8,Sr,1-Jun,1,1.15219,2022,65905,"Oceanside, CA",Minnesota,2.105193076,23,60,18,40,0.383333333,0.45,0,0,0,2.16486,0,-2.93847,-2.10274,-0.835734,B10
247,Bryce Hopkins,Kentucky,SEC,28,13.1,94.6,20.9,47.3,48.25,11.7,13,6.3,23,7,13,0.538,19,40,0.475,1.8,1.3,23.2,Fr,6-Jun,23,0.330795,2022,75605,"Oak Park, IL",Providence,0.466679111,11,15,8,25,0.733333333,0.32,2,2,1,0.717048,0,0.0304187,-0.106561,0.13698,BE
248,Dain Dainja,Baylor,B12,3,0.7,89.3,41.9,50,55.3,25.3,13.1,0,30.8,2,3,0.667,2,4,0.5,12.6,0,75,Fr,9-Jun,42,0.183581,2022,72895,"Brooklyn Park, MN",Illinois,0,0,0,2,4,0,0.5,0,0,0,0.307595,0,-1.09352,-0.807809,-0.28571,B10
249,KC Ndefo,Saint Peter's,MAAC,33,64.4,89.9,27.7,47.8,49.84,6.3,21.5,22.1,23.9,85,156,0.545,124,257,0.482,12.6,2.9,56.1,Sr,7-Jun,11,1.13782,2022,67812,"Elmont, NY",Seton Hall,0.835080094,97,189,27,68,0.513227513,0.397058824,20,20,1,3.86998,0,6.21443,0.0455542,6.16888,BE
250,Hassan Drame,Saint Peter's,MAAC,33,52.6,106.1,16.7,53.7,57.35,10.9,17.4,7.4,21.4,41,55,0.745,67,124,0.54,2.2,2.4,36.7,Jr,7-Jun,14,1.14543,2022,70380,"Bamako, Mali",La Salle,0.590912603,57,98,10,26,0.581632653,0.384615385,6,8,0.75,2.59612,0,1.97834,-0.269219,2.24756,A10
251,Jarod Lucas,Oregon St.,P12,31,83,112.2,18.8,52.6,56.87,2,6.2,7.1,10.5,74,85,0.871,63,139,0.453,0,1.4,25.9,Jr,4-Jun,2,3.50922,2022,71461,"Hacienda Heights, CA",Nevada,1.057130204,8,14,55,125,0.571428571,0.44,1,1,1,1.59676,0,1.13256,3.48889,-2.35634,MWC
252,Alex Tchikou,Alabama,SEC,3,0.4,21,27,0,0,21.1,64,0,40.2,0,0,0,0,2,0,0,0,0,Fr,11-Jun,35,-0.370859,2022,72841,"Paris, France",Rhode Island,0,0,2,0,0,0,0,0,0,0,0.24291,0,-23.6328,-16.3429,-7.28985,A10
253,Malik Edmead,Merrimack,NEC,29,57.8,96.9,27,50.2,52.44,2,9,27.8,19,41,61,0.672,79,171,0.462,0.3,4,25.6,So,10-May,0,1.29865,2022,74071,"Deer Park, NY",Albany,1.43637157,50,89,29,82,0.561797753,0.353658537,2,2,1,1.84869,0,0.417916,0.0739211,0.343995,AE
254,Kyrell Luc,Holy Cross,Pat,29,81.8,91.7,25.5,44.5,48.86,1.4,12.4,16,19,75,95,0.789,103,253,0.407,1.1,2.6,26.7,Fr,10-May,4,0.959116,2022,75162,"Dorchester, MA",St. Bonaventure,0.891573915,60,123,43,130,0.487804878,0.330769231,3,3,1,1.83819,0,-3.19111,-1.64234,-1.54877,A10
255,Luka Vasic,Charlotte,CUSA,30,23.5,82.4,13.1,35.9,40.47,3.5,9.7,10,22.1,10,15,0.667,9,25,0.36,0.8,1,32.6,Sr,8-Jun,35,-0.40267,2022,50286,"Pirot, Serbia",Texas A&M Commerce,1.214270409,8,15,1,10,0.533333333,0.1,1,1,1,0.575554,0,-7.48059,-5.51865,-1.96194,Slnd
256,Xavier Fuller,South Dakota,Sum,21,44,92.3,22.8,44,48.33,3.6,13.2,5.7,16.3,40,54,0.741,60,133,0.451,2.5,1.4,31,Sr,4-Jun,3,0.535084,2022,73657,"Mesa, AZ",Northern Arizona,0.531247851,19,34,41,99,0.558823529,0.414141414,2,3,0.666666667,1.79416,0,-3.78046,-2.32885,-1.45162,BSky
257,Aziz Bandaogo,Akron,MAC,31,28.3,92.1,17.3,49.2,49.75,9,22.3,6.1,22.8,21,43,0.488,32,65,0.492,10.3,1.2,66.2,Fr,Jul-00,21,0.0478995,2022,72554,"Dakar, Senegal",Utah Valley,0.439941922,27,48,5,17,0.5625,0.294117647,13,18,0.722222222,1.31778,0,0.309845,-2.70574,3.01558,WAC
258,Jayden Martinez,New Hampshire,AE,26,88.2,116.3,21.4,53.8,55.31,6,12.4,9.2,7.5,44,66,0.667,91,186,0.489,1.5,0.6,21,Sr,7-Jun,24,3.49835,2022,65626,"Cibolo, TX",North Texas,1.826150475,43,67,48,119,0.641791045,0.403361345,6,6,1,1.87095,0,0.955866,3.25392,-2.29806,CUSA
259,Miryne Thomas,Ball St.,MAC,29,63.2,94.7,24.3,51.5,53.92,4.7,16.4,14.9,23.6,56,85,0.659,55,115,0.478,2.6,1.3,32.6,Sr,8-Jun,0,1.02424,2022,51618,"Cleveland, OH",Kent St.,0.724978438,45,86,10,29,0.523255814,0.344827586,9,10,0.9,1.65384,0,-2.48043,-0.855263,-1.62516,MAC
260,Jalin Billingsley,Georgetown,BE,30,26.2,84,13.6,35.9,40.08,5.9,12,3.9,19.1,12,16,0.75,21,58,0.362,2.1,2.1,22.5,Fr,8-Jun,4,-0.202237,2022,74280,"Cleveland, OH",Eastern Michigan,0.4666,12,33,9,25,0.363636364,0.36,3,5,0.6,0.843115,0,-4.37516,-4.47118,0.096015,MAC
261,Brenden Tucker,College of Charleston,CAA,32,56.7,100.8,23.3,50.5,52.65,2,9.8,10.3,18.7,53,80,0.662,85,185,0.459,0.7,2.2,26.5,Jr,3-Jun,5,1.51167,2022,71673,"Lawrenceville, GA",Georgia St.,0.661026142,55,104,31,82,0.528846154,0.37804878,4,6,0.666666667,1.87342,0,-0.525486,-0.00382367,-0.521662,SB
262,Chris Ford,Davidson,A10,7,0.9,71.4,11.8,33.3,33.33,0,0,0,0,0,0,0,1,3,0.333,0,0,0,Fr,5-Jun,23,-0.143204,2022,74813,"Huntersville, NC",Robert Morris,1,0,0,1,3,0,0.333333333,0,0,0,0.0761124,0,-8.72432,-3.76488,-4.95944,Horz
263,Mike Saunders Jr.,Cincinnati,Amer,32,50.5,97.4,22.3,46.9,50.75,0.5,10.6,26.9,21.1,52,77,0.675,50,119,0.42,0,1.7,39.9,So,Jun-00,3,1.28853,2022,72350,"Indianapolis, IN",Utah,1.711511613,37,70,13,49,0.528571429,0.265306122,0,0,0,2.04251,0,-0.361365,-0.995873,0.634508,P12
264,Akok Akok,Connecticut,BE,23,23.6,126.5,11.5,57.9,55.21,8.8,16.8,4.5,4.9,6,18,0.333,17,35,0.486,8.3,0.9,28.6,Jr,9-Jun,11,1.36983,2022,70315,"Manchester, NH",Georgetown,2.667177914,15,28,2,7,0.535714286,0.285714286,8,9,0.888888889,1.56844,0,5.81937,3.27855,2.54082,BE
265,Shamar Givance,Evansville,MVC,29,77.5,91.6,31.3,45.5,49.35,1.3,16.3,34.1,17.2,87,129,0.674,107,239,0.448,0,3,37.5,Sr,10-May,5,2.03997,2022,65761,"Toronto, ON",UTEP,1.439029744,67,135,40,104,0.496296296,0.384615385,0,0,0,2.32601,0,-1.30494,-0.761168,-0.543769,CUSA
266,Cam Young,Bowling Green,MAC,19,18,76.7,18.8,35.5,39.34,7.8,16.6,6.3,26,11,18,0.611,12,36,0.333,4.2,3.6,32.7,So,7-Jun,10,-0.477468,2022,72741,"Swedesboro, NJ",Saint Peter's,0.4286,12,27,0,9,0.444444444,0,0,0,0,0.854909,0,-6.62973,-5.80889,-0.820842,MAAC
267,Jackie Johnson III,Duquesne,A10,30,47.7,99.3,26.5,50.8,53.52,1.3,8,13.9,18.3,38,49,0.776,62,133,0.466,0.7,2,20.2,Fr,11-May,5,1.57727,2022,75216,"Wichita, KS",UNLV,0.744686283,38,70,24,63,0.542857143,0.380952381,0,0,0,1.12049,0,0.320505,2.43207,-2.11156,MWC
268,Kyle Lofton,St. Bonaventure,A10,30,87.2,102.3,22.4,44.5,49.68,2.5,8.6,28.4,18,82,100,0.82,107,235,0.455,0.3,3.1,29.6,Sr,3-Jun,0,3.16797,2022,66221,"Hillside, NJ",Florida,2.285697588,50,93,57,142,0.537634409,0.401408451,1,1,1,3.7336,0,1.83488,0.838913,0.995964,SEC
269,Kyree Brown,Seattle,WAC,27,43.7,92.8,15.2,40,47.33,0.4,9.2,21.2,23.7,34,43,0.791,19,56,0.339,0.9,1.8,43,So,Jun-00,13,-0.0606746,2022,74434,"Oakland, CA",New Hampshire,1.972208797,17,44,2,12,0.386363636,0.166666667,0,0,0,1.95503,0,-3.24057,-4.27809,1.03752,AE
270,Keeshawn Barthelemy,Colorado,P12,33,64.1,109.4,22,49.3,54.2,1.7,8.7,19.5,13.7,76,92,0.826,80,169,0.473,0.6,1.4,31.4,So,2-Jun,3,2.65765,2022,70700,"Montreal, QC",Oregon,1.772744319,49,89,31,80,0.550561798,0.3875,4,4,1,2.58783,0,3.10805,2.47897,0.629077,P12
271,Amir Spears,Duquesne,A10,30,79.3,92.3,25.4,40.6,44.77,1.1,8.2,20.3,15.1,73,98,0.745,109,279,0.391,0.4,2.4,25.9,Fr,3-Jun,23,1.62229,2022,74408,"Windsor, CT",Georgetown,1.467702134,44,99,65,180,0.444444444,0.361111111,2,2,1,1.96681,0,-3.30514,-1.2497,-2.05544,BE
272,Caleb Murphy,South Florida,Amer,31,79.5,86.4,24.8,42,43.41,1.2,10.4,27.5,17.6,44,81,0.543,145,337,0.43,1.3,1.3,22.1,So,4-Jun,23,1.00652,2022,72425,"Youngstown, OH",DePaul,1.478889228,51,95,94,242,0.536842105,0.388429752,7,7,1,2.9292,0,-1.52049,-1.42193,-0.0985565,BE
273,Xavier Pinson,LSU,SEC,28,57.3,93.5,24.5,41.4,47.87,2.4,7.2,32.1,26.3,73,91,0.802,65,145,0.448,0,3.5,37.3,Sr,2-Jun,1,1.66107,2022,66064,"Chicago, IL",New Mexico St.,1.49436859,52,97,13,48,0.536082474,0.270833333,4,5,0.8,3.6446,0,1.11948,-0.42343,1.54291,WAC
274,Cam McDowell,Georgia,SEC,7,3.5,80.8,15.5,30,31.96,0,7.7,29.4,16.4,1,2,0.5,3,7,0.429,0,2.5,20,Fr,5-Jun,2,-0.0740351,2022,74495,"Powder Springs, GA",Jacksonville St.,3.500175009,2,5,1,2,0.4,0.5,1,1,1,0.378705,0,-5.97415,-4.19688,-1.77727,ASun
275,Greg Elliott,Marquette,BE,28,36.4,108.3,20.8,50.3,56.55,2,10.5,14.5,13.8,47,53,0.887,24,61,0.393,0.4,2.6,35.6,Jr,3-Jun,5,1.75749,2022,50590,"Detroit, MI",Pittsburgh,1.541710419,17,40,7,21,0.425,0.333333333,0,0,0,1.8171,0,4.10445,3.11021,0.994235,ACC
276,Callum McRae,UC Riverside,BW,26,76.6,101.4,22.4,54.5,55.86,6.4,23.2,17.7,20.1,39,62,0.629,126,229,0.55,1.9,1,26.8,Jr,1-Jul,25,2.05769,2022,65802,"Palmerston North, New Zealand",Sacramento St.,1.079377778,87,125,39,104,0.696,0.375,3,3,1,3.14136,0,1.99634,0.814587,1.18175,BSky
277,Terrence Shannon Jr.,Texas Tech,B12,26,43.3,106.8,22.1,53.8,58.12,2.5,9.8,15.8,21.2,58,74,0.784,57,112,0.509,1.1,2,37.4,Jr,6-Jun,1,2.6689,2022,71181,"Chicago, IL",Illinois,1.019627836,45,65,12,47,0.692307692,0.255319149,14,14,1,3.38311,0,5.44124,2.72205,2.71919,B10
278,Lynn Greer III,Dayton,A10,10,6.4,90.4,23.7,40,45.38,1.5,17,27.2,23.2,7,10,0.7,10,24,0.417,1.3,2.1,40,Fr,3-Jun,3,0.336793,2022,74664,"Philadelphia, PA",Saint Joseph's,1.625,5,13,5,11,0.384615385,0.454545455,0,0,0,1.03643,0,-1.89694,-2.45566,0.558721,A10
279,Anton Brookshire,Missouri,SEC,17,11.3,64.3,17.3,33.3,37.62,0.8,10.6,15.5,38.1,4,4,1,4,7,0.571,0,1.6,13.3,Fr,1-Jun,0,-0.614787,2022,75759,"Springfield, MO",Iona,0.875014062,3,6,1,1,0.5,1,0,0,0,0.64343,0,-8.58639,-6.28147,-2.30492,MAAC
280,Jason Roche,The Citadel,SC,28,91,110.6,14.8,56.2,59.42,1.8,9.7,3.8,11.8,47,52,0.904,10,26,0.385,0.7,0.9,19,Fr,5-Jun,11,1.90473,2022,75543,"Berkeley, CA",Richmond,0.656204592,5,9,5,17,0.555555556,0.294117647,0,0,0,2.03955,0,-1.19808,0.716959,-1.91504,A10
281,Elijah Taylor,Notre Dame,ACC,2,0.7,82.1,23,100,100,0,0,0,58.9,0,0,0,3,3,1,0,0,0,Fr,8-Jun,22,0.0821112,2022,73114,"Philadelphia, PA",Quinnipiac,0,3,3,0,0,1,0,0,0,0,0.402642,0,-13.335,-14.981,1.64597,MAAC
282,Steven Verplancken Jr.,Southern Illinois,MVC,30,69.1,111.7,12.2,55.7,56.79,1.8,8.5,7.2,10.7,8,8,1,27,59,0.458,0.1,1.2,4.8,Jr,4-Jun,22,1.36428,2022,72964,"San Pedro, Dominican Republic",Weber St.,1.666724079,11,24,16,35,0.458333333,0.457142857,1,1,1,2.41891,0,0.0953984,-0.395654,0.491052,BSky
283,Modestas Kancleris,Creighton,BE,14,2.4,74.4,15.7,16.7,28.25,10.5,11.9,4.9,11,3,6,0.5,1,5,0.2,2.8,5.2,100,Fr,9-Jun,55,-0.106574,2022,72697,"Kaunas, Lithuania",Cal St. Bakersfield,1,0,3,1,2,0,0.5,0,0,0,0.360775,0,0.84487,-2.68015,3.52502,BW
284,Garrett Levesque,Tarleton St.,WAC,6,1.4,94.1,11.8,0,52.63,7.5,0,11.3,32.7,2,4,0.5,0,0,0,0,0,0,Fr,6-Jun,22,-0.0488003,2022,75500,"El Paso, TX",UTEP,1,0,0,0,0,0,0,0,0,0,0.113055,0,-9.23226,-5.37437,-3.85789,CUSA
285,Brad Colbert,Louisville,ACC,4,0.5,27.8,32.6,0,16.95,0,19,0,30.2,1,2,0.5,0,0,0,0,0,100,So,2-Jun,45,-0.300029,2022,73533,"Loveland, OH",Xavier,0,0,0,0,0,0,0,0,0,0,0.15029,0,-23.6032,-14.3287,-9.27448,BE
286,Devin Carter,South Carolina,SEC,29,45.2,95.4,27.6,44.8,50.55,6.4,14.9,19,21.8,77,112,0.688,67,146,0.459,1.6,2.4,55.2,Fr,3-Jun,23,1.50719,2022,75553,"Miami, FL",Providence,0.857142857,51,89,16,57,0.573033708,0.280701754,16,21,0.761904762,2.23879,0,2.69246,1.46733,1.22513,BE
287,Kellen Amos,Binghamton,AE,21,27,90.2,27.9,48.7,50.3,1.5,16.9,15.7,21.1,19,32,0.594,27,55,0.491,4.1,1.6,27.4,So,7-Jun,4,0.475917,2022,73323,"Houston, TX",Central Connecticut,0.718752246,11,18,16,37,0.611111111,0.432432432,3,4,0.75,1.13809,0,-0.87503,-0.120167,-0.754863,NEC
288,Emory Lanier,Davidson,A10,15,6.1,74.8,19.4,27.5,34.34,0,13.2,14.6,15.5,6,10,0.6,4,8,0.5,1.6,1.5,50,So,3-Jun,2,-0.187619,2022,73483,"Atlanta, GA",SMU,2.2,1,1,3,7,1,0.428571429,0,0,0,0.44662,0,-6.05741,-7.04899,0.991583,Amer
289,Julius Marble II,Michigan St.,B10,36,35.9,106,21.2,59.2,62.77,7.3,18.9,3.6,22.1,49,64,0.766,90,151,0.596,4,1.4,42.1,Jr,9-Jun,34,1.36198,2022,70645,"Dallas, TX",Texas A&M,0.219510054,44,62,46,89,0.709677419,0.516853933,8,11,0.727272727,1.69561,0,1.30228,-0.613563,1.91584,SEC
290,Tykei Greene,Stony Brook,AE,30,77.1,116.9,22.1,57.7,59.3,10.1,19.1,6.9,12.9,76,118,0.644,112,203,0.552,1.6,2.6,40.3,Jr,4-Jun,4,3.38057,2022,66013,"Queens, NY",Kansas St.,0.744673834,97,169,15,34,0.573964497,0.441176471,19,20,0.95,2.20634,0,2.77881,4.06384,-1.28503,B12
291,Mark Freeman,Illinois St.,MVC,29,57.3,87.5,25.4,43.3,49.45,1.7,11.3,24.9,29.5,59,67,0.881,60,159,0.377,0,2.4,29.8,Jr,10-May,0,0.691015,2022,71272,"Memphis, TN",Morehead St.,1.082486417,20,54,40,105,0.37037037,0.380952381,0,0,0,1.66494,0,-4.31389,-1.84517,-2.46871,OVC
292,Jao Ituka,Marist,MAAC,28,50.8,108.9,35.4,55.4,60.23,3.6,12.7,19,18,109,142,0.768,135,248,0.544,1.3,1.8,49.5,Fr,1-Jun,10,3.1753,2022,74848,"Gaithersburg, MD",Wake Forest,0.681812397,101,182,34,66,0.554945055,0.515151515,3,5,0.6,1.71383,0,4.24999,4.28757,-0.0375805,ACC
293,Chol Marial,Maryland,B10,17,8.3,82.1,20.1,39.6,42.77,9.1,11.5,2,18.4,6,11,0.545,8,18,0.444,11,0.6,45.8,So,2-Jul,15,0.0673185,2021,70531,"Rumbek, South Sudan",Oregon St.,0.2222,5,9,3,9,0.555555556,0.333333333,2,2,1,0.651165,0,-4.31923,-5.09074,0.771512,P12
294,Jamille Reynolds,UCF,Amer,25,20,93.9,21.2,50,54.09,9.8,13.8,3.4,24.2,24,37,0.649,29,60,0.483,5.5,1.2,60.7,So,10-Jun,4,0.466469,2022,74068,"St. Petersburg, FL",Temple,0.19047619,23,42,6,18,0.547619048,0.333333333,9,10,0.9,0.942832,0,-3.42735,-3.31921,-0.108137,Amer
295,Mikeal Brown-Jones,VCU,A10,29,24.5,107.2,19.1,57.2,59.63,9.7,18.3,5.9,18.5,28,43,0.651,39,63,0.619,5.2,1.9,56.6,So,8-Jun,2,0.892397,2022,73808,"North Philadelphia, PA",UNC Greensboro,0.473595849,33,48,6,15,0.6875,0.4,3,4,0.75,1.56814,0,2.83834,0.099728,2.73861,SC
296,AJ Stredic,Arkansas Pine Bluff,SWAC,23,28.6,79.1,8.7,50,46.77,5.8,12.3,5.7,34.1,6,17,0.353,12,21,0.571,0.3,0.9,70.8,Jr,8-Jun,15,-1.00871,2022,70333,"Bay City, TX",Mississippi Valley St.,0.666666667,10,16,2,4,0.625,0.5,0,0,0,0.247888,0,-9.78571,-6.60737,-3.17834,SWAC
297,Donovan Ivory,Green Bay,Horz,14,32,94.5,27.7,46.9,54.42,1.6,20.8,14.3,22.7,48,55,0.873,30,64,0.469,4.6,0.8,42,So,6-Jun,15,1.45066,2022,70549,"Kaukauna, WI",Southern Miss,0.692307692,20,34,10,30,0.588235294,0.333333333,2,3,0.666666667,1.83933,0,-0.718292,-0.173648,-0.544644,CUSA
298,Ismael Plet,Oral Roberts,Sum,15,2.9,99.9,9.5,50,50.51,6.5,12.8,0,18,1,2,0.5,2,4,0.5,0,3.4,50,So,7-Jun,45,-0.038076,2022,73395,"Amsterdam, Netherlands",Arkansas Pine Bluff,0,2,4,0,0,0.5,0,0,0,0,0.173461,0,-5.16334,-5.03681,-0.126524,SWAC
299,Jackson Cronin,Nebraska,B10,12,1.1,106.3,17.1,70,58.82,0,7.2,0,0,0,2,0,2,4,0.5,0,0,40,Fr,1-Jun,4,0.0838074,2022,74957,"Great Neck, NY",Massachusetts,0,2,2,0,2,1,0,0,0,0,0.077014,0,-0.357598,2.87581,-3.23341,A10
300,Tyrell Roberts,Washington St.,P12,36,71,103.3,21.1,46,49.14,1.6,8.5,14.2,14.5,49,53,0.925,56,151,0.371,0,1.4,13.5,Jr,11-May,2,2.25483,2022,72982,"Sacramento, CA",San Francisco,1.333333333,35,75,23,80,0.466666667,0.2875,0,0,0,3.01449,0,1.61212,0.964262,0.647855,WCC
301,Kenny White Jr.,Tennessee Tech,OVC,30,62.1,98.3,21.1,53.2,54.41,2.9,14.3,10.6,19.9,40,66,0.606,81,160,0.506,1.5,2.1,26.6,Fr,7-Jun,13,1.24316,2022,73753,"Madisonville, KY",Murray St.,0.821428571,53,91,28,69,0.582417582,0.405797101,9,10,0.9,1.69545,0,-0.973422,0.23498,-1.2084,OVC
